Age,Word,Lexical_Class,MCDIp,LogFreq,ProKWo
21,nice,adjectives,0.2512315,3.40790054,0.241961363
22,nice,adjectives,0.385,3.443888547,0.3508752
23,nice,adjectives,0.4160305,3.473048805,0.40236126
24,nice,adjectives,0.4442539,3.522444234,0.443099957
25,nice,adjectives,0.5045045,3.545183368,0.494055419
26,nice,adjectives,0.5911602,3.570192561,0.569238656
27,nice,adjectives,0.5641026,3.593950295,0.590875709
28,nice,adjectives,0.7553325,3.624385241,0.717305461
29,nice,adjectives,0.6616162,3.655042341,0.661885666
30,nice,adjectives,0.7694915,3.686368103,0.766693293
16,noise,adjectives,0.009414226,2.86923172,0.060665813
17,noise,adjectives,0.02197802,2.88422877,0.065141024
18,noise,adjectives,0.03393665,2.903632516,0.106935131
19,noise,adjectives,0.07621951,2.930439595,0.15010198
20,noise,adjectives,0.09489051,2.980457892,0.167372523
21,noise,adjectives,0.1083744,3.053462605,0.196071069
22,noise,adjectives,0.175,3.083144143,0.303150709
23,noise,adjectives,0.2442748,3.09482038,0.348894651
24,noise,adjectives,0.238422,3.116939647,0.391189122
25,noise,adjectives,0.3363363,3.134495856,0.444170506
26,noise,adjectives,0.4254144,3.146748014,0.529652211
27,noise,adjectives,0.3589744,3.160468531,0.552584429
28,noise,adjectives,0.5834379,3.182414652,0.682348621
29,noise,adjectives,0.489899,3.207634367,0.630097932
30,noise,adjectives,0.6101695,3.213517757,0.73958797
16,none,function_words,0.008368201,2.004321374,0.057706937
17,none,function_words,0.01831502,2.012837225,0.063164785
18,none,function_words,0.02262443,2.045322979,0.096311358
19,none,function_words,0.04573171,2.06069784,0.134761692
20,none,function_words,0.0620438,2.06069784,0.145840309
21,none,function_words,0.07881773,2.064457989,0.168365752
22,none,function_words,0.12,2.086359831,0.25882948
23,none,function_words,0.1335878,2.089905111,0.302268266
24,none,function_words,0.1698113,2.164352856,0.326751977
25,none,function_words,0.1951952,2.176091259,0.38130456
26,none,function_words,0.2430939,2.190331698,0.458976026
27,none,function_words,0.2820513,2.209515015,0.48302969
28,none,function_words,0.3601004,2.227886705,0.600959327
29,none,function_words,0.3737374,2.245512668,0.559235065
30,none,function_words,0.4237288,2.28780173,0.658589433
16,noodle,nouns,0.09414226,1.886490725,0.07066863
17,noodle,nouns,0.09157509,1.886490725,0.076657991
18,noodle,nouns,0.2081448,1.919078092,0.133872803
19,noodle,nouns,0.2621951,1.924279286,0.174223947
20,noodle,nouns,0.3175182,1.924279286,0.201570449
21,noodle,nouns,0.3842365,1.939519253,0.232744465
22,noodle,nouns,0.465,1.939519253,0.339281609
23,noodle,nouns,0.4885496,1.944482672,0.385864851
24,noodle,nouns,0.5591767,1.973127854,0.427332273
25,noodle,nouns,0.5705706,1.991226076,0.47696477
26,noodle,nouns,0.6629834,2.079181246,0.546774043
27,noodle,nouns,0.6461538,2.089905111,0.581504834
28,noodle,nouns,0.8017566,2.089905111,0.704563219
29,noodle,nouns,0.6868687,2.103803721,0.646070076
30,noodle,nouns,0.8677966,2.10720997,0.756825647
16,nose,nouns,0.4110879,3.043755127,0.091768551
17,nose,nouns,0.4725275,3.084576278,0.109594682
18,nose,nouns,0.6493213,3.1430148,0.178470743
19,nose,nouns,0.7469512,3.179264464,0.235033715
20,nose,nouns,0.7627737,3.20709554,0.254842569
21,nose,nouns,0.7635468,3.235023159,0.280976436
22,nose,nouns,0.86,3.270678836,0.388086403
23,nose,nouns,0.9007634,3.289365952,0.435040063
24,nose,nouns,0.9108062,3.315970345,0.477166561
25,nose,nouns,0.9249249,3.344785123,0.521698467
26,nose,nouns,0.9281768,3.366796383,0.594082643
27,nose,nouns,0.9538462,3.394626764,0.621107872
28,nose,nouns,0.9799247,3.415807728,0.735305588
29,nose,nouns,0.9494949,3.4448252,0.681164283
30,nose,nouns,0.9762712,3.463445032,0.781327467
16,not,function_words,0.01569038,3.694517454,0.063699006
17,not,function_words,0.007326007,3.722633923,0.072925016
18,not,function_words,0.03393665,3.790496277,0.119608624
19,not,function_words,0.04573171,3.823669813,0.162941494
20,not,function_words,0.1021898,3.859078225,0.181917647
21,not,function_words,0.08374384,3.894094427,0.209237862
22,not,function_words,0.17,3.925672994,0.313228033
23,not,function_words,0.221374,3.954194252,0.359336917
24,not,function_words,0.2761578,4.026247181,0.400136022
25,not,function_words,0.3153153,4.05579866,0.447486963
26,not,function_words,0.4033149,4.085076411,0.533818119
27,not,function_words,0.4717949,4.113408507,0.558978052
28,not,function_words,0.6361355,4.14420046,0.683828628
29,not,function_words,0.5606061,4.183839037,0.634396842
30,not,function_words,0.6677966,4.219139002,0.741761471
16,nut,nouns,0.01150628,1.414973348,0.090390213
17,nut,nouns,0.03296703,1.556302501,0.113984055
18,nut,nouns,0.0520362,1.716003344,0.237307941
19,nut,nouns,0.1067073,2.06069784,0.207195122
20,nut,nouns,0.1240876,2.079181246,0.226510328
21,nut,nouns,0.1724138,2.079181246,0.257121895
22,nut,nouns,0.17,2.10720997,0.36023622
23,nut,nouns,0.2633588,2.113943352,0.413401848
24,nut,nouns,0.3533448,2.1430148,0.459537554
25,nut,nouns,0.3513514,2.146128036,0.497642008
26,nut,nouns,0.4972376,2.152288344,0.586514749
27,nut,nouns,0.4717949,2.155336037,0.597215614
28,nut,nouns,0.6060226,2.187520721,0.719705164
29,nut,nouns,0.6161616,2.243038049,0.666110025
30,nut,nouns,0.7118644,2.281033367,0.775073338
16,of,function_words,0.005230126,3.880012838,0.058984856
17,of,function_words,0.003663004,3.900967624,0.066493694
18,of,function_words,0.009049774,3.962606073,0.10759938
19,of,function_words,0.02743902,3.987487506,0.149114538
20,of,function_words,0.01459854,4.015192042,0.166728429
21,of,function_words,0.01970443,4.042457375,0.192063596
22,of,function_words,0.04,4.070407322,0.294130959
23,of,function_words,0.09160305,4.093981704,0.339001938
24,of,function_words,0.08576329,4.190471771,0.373797798
25,of,function_words,0.1381381,4.216324279,0.421966158
26,of,function_words,0.1657459,4.241421952,0.513820827
27,of,function_words,0.2102564,4.263375651,0.53732747
28,of,function_words,0.2860728,4.289232096,0.661429585
29,of,function_words,0.2979798,4.321163297,0.613463633
30,of,function_words,0.3661017,4.348187997,0.72158504
16,off,function_words,0.1506276,3.306853749,0.071504779
17,off,function_words,0.1538462,3.359076226,0.084578797
18,off,function_words,0.3438914,3.421274791,0.14391405
19,off,function_words,0.3902439,3.465085288,0.191745205
20,off,function_words,0.4525547,3.51375015,0.215241866
21,off,function_words,0.4630542,3.558468563,0.242229701
22,off,function_words,0.67,3.604765885,0.354210268
23,off,function_words,0.6870229,3.64601141,0.399755466
24,off,function_words,0.703259,3.715752717,0.437374299
25,off,function_words,0.7357357,3.756788199,0.483971225
26,off,function_words,0.7955801,3.786254396,0.564184351
27,off,function_words,0.8153846,3.818357878,0.587480157
28,off,function_words,0.9146801,3.847634344,0.712121926
29,off,function_words,0.8484848,3.887561041,0.656157031
30,off,function_words,0.9288136,3.919705535,0.761127762
16,old,adjectives,0.006276151,2.541579244,0.078112072
17,old,adjectives,0.01831502,2.572871602,0.088429844
18,old,adjectives,0.02036199,2.649334859,0.137988575
19,old,adjectives,0.02743902,2.703291378,0.17864994
20,old,adjectives,0.03284672,2.745074792,0.200625278
21,old,adjectives,0.07389163,2.774516966,0.225602561
22,old,adjectives,0.12,2.813580989,0.32381207
23,old,adjectives,0.1679389,2.851258349,0.370367028
24,old,adjectives,0.1663808,2.929418926,0.407764678
25,old,adjectives,0.2552553,2.967079734,0.454275961
26,old,adjectives,0.3314917,3.011570444,0.530500177
27,old,adjectives,0.2923077,3.040206628,0.556115212
28,old,adjectives,0.4981179,3.070776463,0.67731164
29,old,adjectives,0.4292929,3.101059355,0.628366062
30,old,adjectives,0.5627119,3.124178055,0.737772226
16,on,function_words,0.1412134,4.05388479,0.069940421
17,on,function_words,0.1684982,4.088950734,0.080346267
18,on,function_words,0.2963801,4.144231618,0.132745701
19,on,function_words,0.3445122,4.186080086,0.17967714
20,on,function_words,0.419708,4.226625679,0.197944414
21,on,function_words,0.4729064,4.270236166,0.227366901
22,on,function_words,0.625,4.307752688,0.336538007
23,on,function_words,0.6717557,4.343447984,0.383328063
24,on,function_words,0.7066895,4.413316532,0.425277217
25,on,function_words,0.7237237,4.450464662,0.470555168
26,on,function_words,0.7790055,4.48036631,0.556900369
27,on,function_words,0.825641,4.510451171,0.578170678
28,on,function_words,0.9222083,4.544452535,0.706615678
29,on,function_words,0.8282828,4.585246349,0.649764028
30,on,function_words,0.9220339,4.616800981,0.758904426
16,open,verbs,0.1182008,3.193124598,0.115181911
17,open,verbs,0.1391941,3.254789687,0.127491751
18,open,verbs,0.2760181,3.314709693,0.199755138
19,open,verbs,0.3780488,3.351409752,0.25501282
20,open,verbs,0.3868613,3.385963571,0.271551228
21,open,verbs,0.4433498,3.420450859,0.297429638
22,open,verbs,0.62,3.468199586,0.414103963
23,open,verbs,0.6374046,3.524785449,0.45098733
24,open,verbs,0.7118353,3.596377144,0.492151799
25,open,verbs,0.7657658,3.632254777,0.536964523
26,open,verbs,0.8232044,3.651568739,0.610748957
27,open,verbs,0.8358974,3.670894954,0.635003985
28,open,verbs,0.9247177,3.692229836,0.754571894
29,open,verbs,0.8686869,3.718418642,0.699555488
30,open,verbs,0.9322034,3.742017747,0.796527473
16,orange,nouns,0.07322176,2.706717782,0.106815698
17,orange,nouns,0.1135531,2.756636108,0.114408546
18,orange,nouns,0.219457,2.808210973,0.192579739
19,orange,nouns,0.3231707,2.881384657,0.246130528
20,orange,nouns,0.3394161,2.953276337,0.26747245
21,orange,nouns,0.408867,3.011993115,0.303221144
22,orange,nouns,0.53,3.041392685,0.410008019
23,orange,nouns,0.610687,3.07371835,0.458372913
24,orange,nouns,0.626072,3.125481266,0.502463068
25,orange,nouns,0.6696697,3.159567193,0.543380208
26,orange,nouns,0.7790055,3.186391216,0.618995271
27,orange,nouns,0.7846154,3.20871002,0.639176056
28,orange,nouns,0.8971142,3.248708736,0.758109869
29,orange,nouns,0.8686869,3.291590826,0.704525939
30,orange,nouns,0.9389831,3.335658452,0.803944185
16,other,function_words,0.006276151,3.151982395,0.074375866
17,other,function_words,0,3.193402903,0.082707872
18,other,function_words,0.03167421,3.261024834,0.13431956
19,other,function_words,0.03353659,3.295347148,0.178960269
20,other,function_words,0.05474453,3.347720217,0.200555927
21,other,function_words,0.08374384,3.392345155,0.230274934
22,other,function_words,0.185,3.422097163,0.334580813
23,other,function_words,0.1793893,3.46329561,0.385665935
24,other,function_words,0.2264151,3.569139725,0.424062666
25,other,function_words,0.2672673,3.600646236,0.474143947
26,other,function_words,0.4033149,3.627775375,0.554716177
27,other,function_words,0.3794872,3.661718058,0.579687278
28,other,function_words,0.531995,3.699143687,0.702111191
29,other,function_words,0.4343434,3.749195042,0.648736486
30,other,function_words,0.5627119,3.776483256,0.75448668
16,our,function_words,0.00209205,2.771587481,0.077190476
17,our,function_words,0,2.793790385,0.087267116
18,our,function_words,0.002262443,2.862131379,0.139736991
19,our,function_words,0.0152439,2.888179494,0.185388131
20,our,function_words,0.02919708,2.918554531,0.203886204
21,our,function_words,0.02463054,2.953759692,0.23403795
22,our,function_words,0.04,2.984527313,0.334435983
23,our,function_words,0.110687,3.010723865,0.38536326
24,our,function_words,0.0806175,3.128076013,0.42030924
25,our,function_words,0.1591592,3.156549151,0.466427454
26,our,function_words,0.1878453,3.184975191,0.546299992
27,our,function_words,0.225641,3.203848464,0.573206552
28,our,function_words,0.3262233,3.224533063,0.692267683
29,our,function_words,0.3434343,3.268343914,0.644135644
30,our,function_words,0.3661017,3.326335861,0.74811391
16,out,function_words,0.1809623,3.541579244,0.071261306
17,out,function_words,0.1978022,3.580810973,0.081996697
18,out,function_words,0.3393665,3.636387586,0.133783439
19,out,function_words,0.3536585,3.682956926,0.176456623
20,out,function_words,0.4051095,3.726401162,0.19685387
21,out,function_words,0.4285714,3.762828553,0.22209402
22,out,function_words,0.605,3.801197834,0.326469353
23,out,function_words,0.6183206,3.832764305,0.371347965
24,out,function_words,0.6500858,3.89187183,0.408966089
25,out,function_words,0.6786787,3.926908102,0.456798865
26,out,function_words,0.7900552,3.956456583,0.53878182
27,out,function_words,0.7538462,3.984347258,0.560976273
28,out,function_words,0.859473,4.018325945,0.684186495
29,out,function_words,0.8030303,4.058501943,0.632186958
30,out,function_words,0.8847458,4.089410511,0.737837197
16,oven,nouns,0.01464435,1.716003344,0.064289523
17,oven,nouns,0.01831502,1.73239376,0.075267681
18,oven,nouns,0.04751131,1.763427994,0.118539582
19,oven,nouns,0.1341463,1.792391689,0.157998565
20,oven,nouns,0.120438,1.832508913,0.184804247
21,oven,nouns,0.2019704,1.86332286,0.203176837
22,oven,nouns,0.26,1.908485019,0.31136646
23,oven,nouns,0.2900763,1.944482672,0.356158815
24,oven,nouns,0.3619211,2.227886705,0.413251654
25,oven,nouns,0.4114114,2.243038049,0.461488737
26,oven,nouns,0.480663,2.255272505,0.543390737
27,oven,nouns,0.5128205,2.281033367,0.565741088
28,oven,nouns,0.663739,2.28780173,0.69395474
29,oven,nouns,0.6313131,2.320146286,0.644487379
30,oven,nouns,0.7525424,2.356025857,0.755333589
16,over,function_words,0.006276151,3.415474168,0.062500152
17,over,function_words,0.007326007,3.444357126,0.071225845
18,over,function_words,0.04298643,3.501333179,0.117894203
19,over,function_words,0.06097561,3.533390708,0.163688632
20,over,function_words,0.08029197,3.58410497,0.184074968
21,over,function_words,0.1034483,3.621384028,0.214726002
22,over,function_words,0.22,3.656098202,0.323697163
23,over,function_words,0.2748092,3.688953463,0.373104907
24,over,function_words,0.2847341,3.757168192,0.423136291
25,over,function_words,0.3633634,3.787318757,0.472324478
26,over,function_words,0.4530387,3.819872822,0.557658767
27,over,function_words,0.4871795,3.847264102,0.588324802
28,over,function_words,0.672522,3.879841056,0.71975494
29,over,function_words,0.5909091,3.921426341,0.649928565
30,over,function_words,0.7050847,3.957559402,0.764821544
16,ow,nouns,0.2949791,2.579783597,0.140020037
17,ow,nouns,0.3772894,2.606381365,0.167624683
18,ow,nouns,0.4547511,2.62838893,0.229468206
19,ow,nouns,0.5609756,2.667452953,0.282285504
20,ow,nouns,0.6532847,2.703291378,0.317121407
21,ow,nouns,0.6206897,2.723455672,0.329695015
22,ow,nouns,0.715,2.741151599,0.432871732
23,ow,nouns,0.7900763,2.764176132,0.487739265
24,ow,nouns,0.8010292,2.845718018,0.532206711
25,ow,nouns,0.8378378,2.866287339,0.578296084
26,ow,nouns,0.878453,2.877946952,0.645194659
27,ow,nouns,0.8769231,2.909556029,0.661268868
28,ow,nouns,0.9473024,2.929418926,0.771653273
29,ow,nouns,0.8333333,2.959994838,0.708601626
30,ow,nouns,0.9084746,2.994317153,0.806093793
16,owl,nouns,0.1276151,2.11058971,0.105503773
17,owl,nouns,0.1501832,2.173186268,0.128248054
18,owl,nouns,0.2375566,2.225309282,0.200956324
19,owl,nouns,0.3323171,2.301029996,0.251409255
20,owl,nouns,0.3394161,2.409933123,0.251808415
21,owl,nouns,0.364532,2.44870632,0.280014494
22,owl,nouns,0.5,2.487138375,0.375944742
23,owl,nouns,0.4847328,2.514547753,0.419672365
24,owl,nouns,0.5454545,2.551449998,0.460505233
25,owl,nouns,0.5945946,2.582063363,0.50528042
26,owl,nouns,0.640884,2.586587305,0.581104669
27,owl,nouns,0.6205128,2.599883072,0.599032026
28,owl,nouns,0.8331242,2.619093331,0.724410297
29,owl,nouns,0.6818182,2.656098202,0.664412289
30,owl,nouns,0.8,2.665580991,0.766879564
16,paint,verbs,0.009414226,1.176091259,0.092475157
17,paint,verbs,0.02564103,1.301029996,0.101286311
18,paint,verbs,0.05656109,1.462397998,0.165057068
19,paint,verbs,0.07621951,1.819543936,0.191279653
20,paint,verbs,0.1277372,1.939519253,0.207585595
21,paint,verbs,0.1921182,1.991226076,0.230082418
22,paint,verbs,0.255,2.064457989,0.331150794
23,paint,verbs,0.3206107,2.123851641,0.378747283
24,paint,verbs,0.3927959,2.167317335,0.432262223
25,paint,verbs,0.4444444,2.195899652,0.485132191
26,paint,verbs,0.4972376,2.365487985,0.553667227
27,paint,verbs,0.574359,2.408239965,0.582097294
28,paint,verbs,0.7252196,2.465382851,0.709690815
29,paint,verbs,0.6818182,2.536558443,0.65742137
30,paint,verbs,0.8033898,2.562292864,0.76310373
16,paper,nouns,0.07531381,2.558708571,0.076179826
17,paper,nouns,0.1135531,2.609594409,0.087378811
18,paper,nouns,0.2149321,2.699837726,0.143767997
19,paper,nouns,0.3079268,2.80140371,0.196508989
20,paper,nouns,0.3175182,2.868056362,0.220254902
21,paper,nouns,0.4187192,2.957128198,0.25410178
22,paper,nouns,0.52,2.994317153,0.364069444
23,paper,nouns,0.6145038,3.022428371,0.411624021
24,paper,nouns,0.6655232,3.080265627,0.458259224
25,paper,nouns,0.7087087,3.146438135,0.504205605
26,paper,nouns,0.7845304,3.193958978,0.581169932
27,paper,nouns,0.7692308,3.250663919,0.607512182
28,paper,nouns,0.8996236,3.282848603,0.734926219
29,paper,nouns,0.8636364,3.324693914,0.676793487
30,paper,nouns,0.9220339,3.356981401,0.780743673
16,pea,nouns,0.1171548,1.799340549,0.068293029
17,pea,nouns,0.08791209,1.886490725,0.090521679
18,pea,nouns,0.2126697,1.963787827,0.175971878
19,pea,nouns,0.2865854,1.986771734,0.225281426
20,pea,nouns,0.2773723,2.037426498,0.244543179
21,pea,nouns,0.3103448,2.045322979,0.276964579
22,pea,nouns,0.37,2.049218023,0.38370283
23,pea,nouns,0.4694656,2.086359831,0.438263359
24,pea,nouns,0.5248714,2.146128036,0.480230622
25,pea,nouns,0.5465465,2.176091259,0.523250523
26,pea,nouns,0.6519337,2.176091259,0.598563908
27,pea,nouns,0.6102564,2.176091259,0.625036692
28,pea,nouns,0.7252196,2.201397124,0.739438254
29,pea,nouns,0.6515152,2.222716471,0.683814893
30,pea,nouns,0.8101695,2.235528447,0.792343991
16,pen,nouns,0.07322176,2.041392685,0.080562866
17,pen,nouns,0.0989011,2.10720997,0.090662849
18,pen,nouns,0.1855204,2.178976947,0.155157929
19,pen,nouns,0.25,2.305351369,0.209265318
20,pen,nouns,0.3029197,2.376576957,0.229833825
21,pen,nouns,0.3990148,2.445604203,0.262664313
22,pen,nouns,0.435,2.498310554,0.361087289
23,pen,nouns,0.5381679,2.53529412,0.410703265
24,pen,nouns,0.5454545,2.656098202,0.449021542
25,pen,nouns,0.6216216,2.784617293,0.49524376
26,pen,nouns,0.6850829,2.80685803,0.57363941
27,pen,nouns,0.6923077,2.824125834,0.595461643
28,pen,nouns,0.8343789,2.85308953,0.725931316
29,pen,nouns,0.7272727,2.879669206,0.667535668
30,pen,nouns,0.8610169,2.936010796,0.77531763
16,pencil,nouns,0.0251046,1.568201724,0.131697466
17,pencil,nouns,0.02930403,1.681241237,0.135819237
18,pencil,nouns,0.1244344,2.167317335,0.159491172
19,pencil,nouns,0.1829268,2.320146286,0.204624715
20,pencil,nouns,0.1788321,2.385606274,0.210492989
21,pencil,nouns,0.270936,2.491361694,0.258961919
22,pencil,nouns,0.31,2.603144373,0.348378906
23,pencil,nouns,0.3473282,2.63748973,0.390870146
24,pencil,nouns,0.4562607,2.67669361,0.452975121
25,pencil,nouns,0.5255255,2.737192643,0.501558203
26,pencil,nouns,0.5911602,2.783188691,0.576767359
27,pencil,nouns,0.6051282,2.858537198,0.602244123
28,pencil,nouns,0.8005019,2.898725182,0.740671484
29,pencil,nouns,0.7222222,2.929418926,0.683135185
30,pencil,nouns,0.8440678,2.96425963,0.789110281
16,penguin,nouns,0.01569038,1.602059991,0.085932547
17,penguin,nouns,0.02930403,1.612783857,0.090973703
18,penguin,nouns,0.09276018,1.672097858,0.132098416
19,penguin,nouns,0.1341463,1.716003344,0.177747181
20,penguin,nouns,0.1459854,1.763427994,0.198851959
21,penguin,nouns,0.2512315,1.792391689,0.222660099
22,penguin,nouns,0.275,1.826074803,0.331102362
23,penguin,nouns,0.351145,1.924279286,0.380892898
24,penguin,nouns,0.3687822,2.255272505,0.427269848
25,penguin,nouns,0.4174174,2.264817823,0.475919845
26,penguin,nouns,0.4309392,2.305351369,0.554696133
27,penguin,nouns,0.4461538,2.338456494,0.581196581
28,penguin,nouns,0.6649937,2.350248018,0.703730917
29,penguin,nouns,0.6010101,2.369215857,0.653082224
30,penguin,nouns,0.6949153,2.394451681,0.761925904
16,pick,verbs,0.007322176,2.747411808,0.130557782
17,pick,verbs,0.003663004,2.780317312,0.140770807
18,pick,verbs,0.0361991,2.840733235,0.21040626
19,pick,verbs,0.07926829,2.870988814,0.250485788
20,pick,verbs,0.06934307,2.912753304,0.271350298
21,pick,verbs,0.08866995,2.945468585,0.293676782
22,pick,verbs,0.13,3,0.409437481
23,pick,verbs,0.2061069,3.033423755,0.438671851
24,pick,verbs,0.238422,3.102776615,0.477300513
25,pick,verbs,0.3213213,3.126780577,0.517678262
26,pick,verbs,0.441989,3.146748014,0.59400247
27,pick,verbs,0.3846154,3.173768823,0.612205569
28,pick,verbs,0.5796738,3.218797998,0.729798252
29,pick,verbs,0.5555556,3.263872677,0.685461875
30,pick,verbs,0.6508475,3.305995883,0.775431859
16,pickle,nouns,0.02405858,1.51851394,0.069705333
17,pickle,nouns,0.04761905,1.544068044,0.088119428
18,pickle,nouns,0.1334842,1.591064607,0.137452711
19,pickle,nouns,0.1676829,1.62324929,0.181801126
20,pickle,nouns,0.1715328,1.653212514,0.204066736
21,pickle,nouns,0.1871921,1.740362689,0.268832102
22,pickle,nouns,0.295,1.792391689,0.362264151
23,pickle,nouns,0.4007634,1.875061263,0.426554782
24,pickle,nouns,0.3945111,1.973127854,0.465399276
25,pickle,nouns,0.4924925,2.029383778,0.515899077
26,pickle,nouns,0.5414365,2.056904851,0.582194026
27,pickle,nouns,0.5435897,2.06069784,0.607831778
28,pickle,nouns,0.6875784,2.089905111,0.717395833
29,pickle,nouns,0.6363636,2.152288344,0.669693679
30,pickle,nouns,0.7389831,2.247973266,0.783481973
16,picture,nouns,0.0376569,2.674861141,0.06545971
17,picture,nouns,0.05128205,2.740362689,0.073594689
18,picture,nouns,0.178733,2.807535028,0.121698631
19,picture,nouns,0.2164634,2.868056362,0.16511918
20,picture,nouns,0.2189781,2.96425963,0.181429446
21,picture,nouns,0.2807882,2.996511672,0.208643321
22,picture,nouns,0.41,3.025305865,0.307559499
23,picture,nouns,0.4656489,3.062957834,0.357819402
24,picture,nouns,0.5574614,3.110252917,0.395775545
25,picture,nouns,0.6396396,3.150142162,0.441854582
26,picture,nouns,0.6906077,3.188928484,0.518597647
27,picture,nouns,0.7179487,3.224791956,0.547112044
28,picture,nouns,0.8456713,3.253338005,0.66401004
29,picture,nouns,0.7979798,3.306639441,0.617554644
30,picture,nouns,0.8915254,3.343802333,0.722459705
16,pig,nouns,0.165272,2.651278014,0.082875366
17,pig,nouns,0.2051282,2.684845362,0.095415875
18,pig,nouns,0.3733032,2.748962861,0.158161555
19,pig,nouns,0.4939024,2.804820679,0.208991889
20,pig,nouns,0.4781022,2.85308953,0.22541161
21,pig,nouns,0.4975369,2.915399835,0.259808413
22,pig,nouns,0.65,2.959518377,0.374853921
23,pig,nouns,0.7442748,3.018284308,0.42264722
24,pig,nouns,0.7684391,3.078819183,0.461275787
25,pig,nouns,0.8168168,3.105850674,0.513721653
26,pig,nouns,0.8176796,3.133219457,0.591412776
27,pig,nouns,0.8,3.153814864,0.612970862
28,pig,nouns,0.9473024,3.165837625,0.736242419
29,pig,nouns,0.9242424,3.187802639,0.681365459
30,pig,nouns,0.9525424,3.204391332,0.782630566
16,pillow,nouns,0.08682008,2.133538908,0.077345782
17,pillow,nouns,0.1318681,2.29666519,0.089652213
18,pillow,nouns,0.2330317,2.369215857,0.148097322
19,pillow,nouns,0.3292683,2.408239965,0.197641862
20,pillow,nouns,0.3576642,2.451786436,0.223895928
21,pillow,nouns,0.4285714,2.494154594,0.257497314
22,pillow,nouns,0.535,2.51851394,0.365701635
23,pillow,nouns,0.6755725,2.53529412,0.419055734
24,pillow,nouns,0.6586621,2.563481085,0.458852772
25,pillow,nouns,0.7387387,2.584331224,0.50945104
26,pillow,nouns,0.7790055,2.607455023,0.583398523
27,pillow,nouns,0.8153846,2.651278014,0.613338436
28,pillow,nouns,0.9171895,2.691081492,0.735801709
29,pillow,nouns,0.8535354,2.728353782,0.678627741
30,pillow,nouns,0.9389831,2.754348336,0.785337311
16,pizza,nouns,0.09518828,3.154119526,0.062180634
17,pizza,nouns,0.1428571,3.156851901,0.070457955
18,pizza,nouns,0.3122172,3.242541428,0.122244723
19,pizza,nouns,0.3658537,3.244029589,0.164752094
20,pizza,nouns,0.4635036,3.245512668,0.184721343
21,pizza,nouns,0.4778325,3.246498581,0.213635179
22,pizza,nouns,0.615,3.259593879,0.317642256
23,pizza,nouns,0.7099237,3.260071388,0.366807673
24,pizza,nouns,0.7409949,3.361916619,0.413367754
25,pizza,nouns,0.7867868,3.362859303,0.46226812
26,pizza,nouns,0.8453039,3.364926034,0.545632116
27,pizza,nouns,0.8923077,3.36567514,0.573567511
28,pizza,nouns,0.9410289,3.373463722,0.696206977
29,pizza,nouns,0.8838384,3.37821615,0.644408672
30,pizza,nouns,0.9627119,3.38039216,0.752903234
16,plant,nouns,0.02405858,1.908485019,0.102908946
17,plant,nouns,0.04761905,1.929418926,0.112172585
18,plant,nouns,0.09728507,1.944482672,0.183679354
19,plant,nouns,0.1341463,1.963787827,0.234567364
20,plant,nouns,0.1751825,2.004321374,0.251809018
21,plant,nouns,0.2167488,2.033423755,0.279017857
22,plant,nouns,0.285,2.045322979,0.381768061
23,plant,nouns,0.3129771,2.103803721,0.426699922
24,plant,nouns,0.3704974,2.139879086,0.472361916
25,plant,nouns,0.4504505,2.201397124,0.513421755
26,plant,nouns,0.5303867,2.257678575,0.57538058
27,plant,nouns,0.5128205,2.274157849,0.592266431
28,plant,nouns,0.6675031,2.281033367,0.713250085
29,plant,nouns,0.5959596,2.330413773,0.661382436
30,plant,nouns,0.7525424,2.361727836,0.765180684
16,plate,nouns,0.03661088,2.770852012,0.071990482
17,plate,nouns,0.04395604,2.772321707,0.081659816
18,plate,nouns,0.1561086,2.88422877,0.135547331
19,plate,nouns,0.2012195,2.897627091,0.183740301
20,plate,nouns,0.2627737,2.905256049,0.2051849
21,plate,nouns,0.3546798,2.918554531,0.236877357
22,plate,nouns,0.45,2.944975908,0.349246862
23,plate,nouns,0.5343511,2.96425963,0.402273029
24,plate,nouns,0.5711835,3.007320953,0.448462521
25,plate,nouns,0.6396396,3.036628895,0.498185997
26,plate,nouns,0.6353591,3.048830087,0.575791141
27,plate,nouns,0.7025641,3.07114529,0.602762689
28,plate,nouns,0.8419072,3.084576278,0.726569631
29,plate,nouns,0.7727273,3.116275588,0.669791784
30,plate,nouns,0.8847458,3.136720567,0.775514724
16,play,verbs,0.05648536,3.621591676,0.058121982
17,play,verbs,0.09157509,3.638788667,0.064124168
18,play,verbs,0.1945701,3.680788612,0.102169649
19,play,verbs,0.2652439,3.714832512,0.142258973
20,play,verbs,0.3175182,3.752048448,0.156220453
21,play,verbs,0.3743842,3.779163424,0.181889971
22,play,verbs,0.525,3.804207605,0.292861644
23,play,verbs,0.6221374,3.823604628,0.327062619
24,play,verbs,0.6638079,3.909556029,0.375418504
25,play,verbs,0.7237237,3.926599654,0.418102447
26,play,verbs,0.839779,3.943494516,0.519419267
27,play,verbs,0.8,3.966329495,0.538692982
28,play,verbs,0.9033877,3.996861768,0.675836284
29,play,verbs,0.8787879,4.028733879,0.61888908
30,play,verbs,0.9491525,4.05838806,0.737877598
16,pony,nouns,0.02615063,1.204119983,0.098356246
17,pony,nouns,0.02197802,1.278753601,0.103528051
18,pony,nouns,0.05882353,1.342422681,0.14327169
